frame.time_epoch,ip.src,ip.dst,ip.len,icmp.type,udp.dstport,udp.length,tcp.flags.syn,tcp.flags.ack,tcp.dstport,tcp.seq,tcp.ack,ip.ttl,arp.src.proto_ipv4,arp.dst.proto_ipv4,arp.opcode
"1745911188.377049000",,,,,,,"0","1","443","1036","105957",,,,
"1745911188.396604000",,,,,,,"0","1","33506","105957","1036",,,,
"1745911188.397141000",,,,,,,"0","1","443","1036","107335",,,,
"1745911188.397604000",,,,,,,"0","1","443","1036","108713",,,,
"1745911188.402810000",,,,,,,"0","1","33506","108713","1036",,,,
"1745911188.403927000",,,,,,,"0","1","443","1036","110091",,,,
"1745911188.404129000",,,,,,,"0","1","443","1036","111469",,,,
"1745911188.411701000",,,,,,,"0","1","33506","111469","1036",,,,
"1745911188.412225000",,,,,,,"0","1","443","1036","112847",,,,
"1745911188.412540000",,,,,,,"0","1","443","1036","114225",,,,
"1745911188.419426000",,,,,,,"0","1","33506","114225","1036",,,,
"1745911188.420241000",,,,,,,"0","1","443","1036","115603",,,,
"1745911188.420609000",,,,,,,"0","1","443","1036","116981",,,,
"1745911188.428366000",,,,,,,"0","1","33506","116981","1036",,,,
"1745911188.428970000",,,,,,,"0","1","443","1036","118359",,,,
"1745911188.430040000",,,,,,,"0","1","443","1036","119737",,,,
"1745911188.436305000",,,,,,,"0","1","33506","119737","1036",,,,
"1745911188.437000000",,,,,,,"0","1","443","1036","121115",,,,
"1745911188.437359000",,,,,,,"0","1","33506","121115","1036",,,,
"1745911188.437814000",,,,,,,"0","1","443","1036","122493",,,,
"1745911188.441329000",,,,,,,"0","1","33506","122493","1036",,,,
"1745911188.441997000",,,,,,,"0","1","443","1036","123871",,,,
"1745911188.442307000",,,,,,,"0","1","443","1036","125249",,,,
"1745911188.457576000",,,,,,,"0","1","33506","125249","1036",,,,
"1745911188.457576000",,,,,,,"0","1","33506","128005","1036",,,,
"1745911188.458234000",,,,,,,"0","1","443","1036","126627",,,,
"1745911188.458695000",,,,,,,"0","1","443","1036","130761",,,,
"1745911188.459327000",,,,,,,"0","1","33506","130761","1036",,,,
"1745911188.459797000",,,,,,,"0","1","443","1036","132139",,,,
"1745911188.460234000",,,,,,,"0","1","443","1036","133517",,,,
"1745911188.467358000",,,,,,,"0","1","33506","133517","1036",,,,
"1745911188.467976000",,,,,,,"0","1","443","1036","134895",,,,
"1745911188.468317000",,,,,,,"0","1","443","1036","136273",,,,
"1745911188.510329000",,,,,,,"0","1","33506","136273","1036",,,,
"1745911188.510330000",,,,,,,"0","1","33506","139029","1036",,,,
