frame.time_epoch,ip.src,ip.dst,ip.len,icmp.type,udp.dstport,udp.length,tcp.flags.syn,tcp.flags.ack,tcp.dstport,tcp.seq,tcp.ack,ip.ttl,arp.src.proto_ipv4,arp.dst.proto_ipv4,arp.opcode
"1746182621.060946000","192.168.45.101","142.250.196.106","379",,"443","359",,,,,,"64",,,
"1746182621.063263000","172.217.25.174","192.168.45.101","16852",,,,"0","1","42806","2070992","4711","119",,,
"1746182621.063282000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2087792","64",,,
"1746182621.063374000","172.217.25.174","192.168.45.101","19652",,,,"0","1","42806","2087792","4711","119",,,
"1746182621.063382000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2107392","64",,,
"1746182621.063440000","172.217.25.174","192.168.45.101","16852",,,,"0","1","42806","2107392","4711","119",,,
"1746182621.063448000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2124192","64",,,
"1746182621.064651000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2124192","4711","119",,,
"1746182621.064653000","172.217.25.174","192.168.45.101","8452",,,,"0","1","42806","2126992","4711","119",,,
"1746182621.064668000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2126992","64",,,
"1746182621.064729000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2135392","64",,,
"1746182621.064921000","172.217.25.174","192.168.45.101","5652",,,,"0","1","42806","2135392","4711","119",,,
"1746182621.064929000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2140992","64",,,
"1746182621.070668000","172.217.25.174","192.168.45.101","3323",,,,"0","1","42806","2140992","4711","119",,,
"1746182621.070686000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","4711","2144263","64",,,
"1746182621.071896000","192.168.45.101","142.250.207.99","488",,,,"0","1","80","1751","2828","64",,,
"1746182621.082380000","142.250.76.150","192.168.45.101","55",,"48551","35",,,,,,"56",,,
"1746182621.082382000","142.250.207.99","192.168.45.101","52",,,,"0","1","39596","2317","1751","119",,,
"1746182621.112818000","142.250.207.99","192.168.45.101","754",,,,"0","1","39596","2317","1751","119",,,
"1746182621.112819000","142.250.196.106","192.168.45.101","645",,"55151","625",,,,,,"56",,,
"1746182621.112819000","142.250.196.106","192.168.45.101","152",,"55151","132",,,,,,"56",,,
"1746182621.112820000","142.250.196.106","192.168.45.101","54",,"55151","34",,,,,,"56",,,
"1746182621.112852000","192.168.45.101","142.250.207.99","52",,,,"0","1","80","1751","3019","64",,,
"1746182621.113770000","192.168.45.101","142.250.196.106","59",,"443","39",,,,,,"64",,,
"1746182621.128491000","192.168.45.101","142.250.76.150","116",,,,"0","1","443","1897","5649","64",,,
"1746182621.129223000","192.168.45.101","142.250.76.150","144",,,,"0","1","443","1961","5649","64",,,
"1746182621.144436000","142.250.196.106","192.168.45.101","59",,"55151","39",,,,,,"56",,,
"1746182621.152385000","142.250.207.99","192.168.45.101","52",,,,"0","1","39588","2828","2187","119",,,
"1746182621.168383000","192.168.45.101","142.250.196.106","60",,"443","40",,,,,,"64",,,
"1746182621.171008000","142.250.196.106","192.168.45.101","1276",,"55151","1256",,,,,,"56",,,
"1746182621.171010000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.171948000","192.168.45.101","142.250.196.106","64",,"443","44",,,,,,"64",,,
"1746182621.172956000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.172966000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.172967000","142.250.76.150","192.168.45.101","52",,,,"0","1","55250","5649","1961","119",,,
"1746182621.172967000","142.250.76.150","192.168.45.101","52",,,,"0","1","55250","5649","2053","119",,,
"1746182621.172967000","142.250.76.150","192.168.45.101","668",,,,"0","1","55250","5649","2053","119",,,
"1746182621.173003000","192.168.45.101","142.250.76.150","52",,,,"0","1","443","2053","6265","64",,,
"1746182621.175214000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.175216000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.175217000","142.250.207.99","192.168.45.101","754",,,,"0","1","39588","2828","2187","119",,,
"1746182621.175217000","142.250.76.150","192.168.45.101","83",,,,"0","1","55250","6265","2053","119",,,
"1746182621.175245000","192.168.45.101","142.250.207.99","52",,,,"0","1","80","2187","3530","64",,,
"1746182621.175354000","192.168.45.101","142.250.76.150","52",,,,"0","1","443","2053","6296","64",,,
"1746182621.175898000","192.168.45.101","172.217.25.174","225",,,,"0","1","443","4711","2144263","64",,,
"1746182621.177684000","192.168.45.101","142.250.196.106","59",,"443","39",,,,,,"64",,,
"1746182621.179855000","192.168.45.101","142.250.76.150","83",,,,"0","1","443","2053","6296","64",,,
"1746182621.181344000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.181346000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.181347000","142.250.196.106","192.168.45.101","443",,"55151","423",,,,,,"56",,,
"1746182621.184336000","142.250.196.106","192.168.45.101","1275",,"55151","1255",,,,,,"56",,,
"1746182621.186752000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.186754000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.186754000","172.217.25.174","192.168.45.101","128",,,,"0","1","42806","2144263","4711","119",,,
"1746182621.191171000","192.168.45.101","172.217.25.174","237",,,,"0","1","443","4884","2144339","64",,,
"1746182621.193847000","142.250.196.106","192.168.45.101","1280",,"55151","1260",,,,,,"56",,,
"1746182621.193849000","142.250.196.106","192.168.45.101","869",,"55151","849",,,,,,"56",,,
"1746182621.207625000","192.168.45.101","172.217.25.174","231",,,,"0","1","443","5069","2144339","64",,,
"1746182621.207954000","192.168.45.101","172.217.25.174","231",,,,"0","1","443","5248","2144339","64",,,
"1746182621.208312000","192.168.45.101","142.250.196.106","59",,"443","39",,,,,,"64",,,
"1746182621.208643000","192.168.45.101","172.217.25.174","231",,,,"0","1","443","5427","2144339","64",,,
"1746182621.212752000","172.217.25.174","192.168.45.101","1452",,,,"0","1","42806","2144339","4711","119",,,
"1746182621.213914000","172.217.25.174","192.168.45.101","3106",,,,"0","1","42806","2145739","4711","119",,,
"1746182621.213917000","172.217.25.174","192.168.45.101","3490",,,,"0","1","42806","2148793","4711","119",,,
"1746182621.213918000","34.120.208.123","192.168.45.101","120",,,,"0","1","58522","4840","36551","116",,,
"1746182621.213947000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2148793","64",,,
"1746182621.214052000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2152231","64",,,
"1746182621.221880000","34.120.208.123","192.168.45.101","310",,,,"0","1","58522","4908","36551","116",,,
"1746182621.221882000","34.120.208.123","192.168.45.101","91",,,,"0","1","58522","5166","36551","116",,,
"1746182621.221883000","172.217.25.174","192.168.45.101","2142",,,,"0","1","42806","2152231","4711","119",,,
"1746182621.221884000","172.217.25.174","192.168.45.101","2003",,,,"0","1","42806","2154321","4884","119",,,
"1746182621.221885000","172.217.25.174","192.168.45.101","4066",,,,"0","1","42806","2156272","4884","119",,,
"1746182621.221917000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2154321","64",,,
"1746182621.222028000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2156272","64",,,
"1746182621.222097000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2160286","64",,,
"1746182621.222184000","172.217.25.174","192.168.45.101","5652",,,,"0","1","42806","2160286","4884","119",,,
"1746182621.222199000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2165886","64",,,
"1746182621.222919000","172.217.25.174","192.168.45.101","1389",,,,"0","1","42806","2165886","4884","119",,,
"1746182621.222921000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2167223","4884","119",,,
"1746182621.222941000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2170023","64",,,
"1746182621.225343000","192.168.45.101","34.120.208.123","52",,,,"0","1","443","36551","5205","64",,,
"1746182621.225508000","192.168.45.101","34.120.208.123","91",,,,"0","1","443","36551","5205","64",,,
"1746182621.226625000","172.217.25.174","192.168.45.101","2911",,,,"0","1","42806","2170023","4884","119",,,
"1746182621.226627000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2172882","4884","119",,,
"1746182621.226694000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2172882","64",,,
"1746182621.226844000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2175682","64",,,
"1746182621.226953000","172.217.25.174","192.168.45.101","3381",,,,"0","1","42806","2175682","4884","119",,,
"1746182621.226964000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2179011","64",,,
"1746182621.228000000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2179011","4884","119",,,
"1746182621.228040000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2181811","64",,,
"1746182621.233047000","172.217.25.174","192.168.45.101","2102",,,,"0","1","42806","2181811","4884","119",,,
"1746182621.233048000","142.250.76.150","192.168.45.101","52",,,,"0","1","55250","6296","2084","119",,,
"1746182621.233049000","172.217.25.174","192.168.45.101","3115",,,,"0","1","42806","2183861","5069","119",,,
"1746182621.233050000","172.217.25.174","192.168.45.101","6640",,,,"0","1","42806","2186924","5069","119",,,
"1746182621.233074000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2183861","64",,,
"1746182621.233181000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2186924","64",,,
"1746182621.233253000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2193512","64",,,
"1746182621.234969000","172.217.25.174","192.168.45.101","6299",,,,"0","1","42806","2193512","5069","119",,,
"1746182621.234993000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2199759","64",,,
"1746182621.235863000","172.217.25.174","192.168.45.101","182",,,,"0","1","42806","2199759","5069","119",,,
"1746182621.235865000","172.217.25.174","192.168.45.101","8452",,,,"0","1","42806","2199889","5069","119",,,
"1746182621.235885000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2208289","64",,,
"1746182621.236788000","172.217.25.174","192.168.45.101","8058",,,,"0","1","42806","2208289","5069","119",,,
"1746182621.236790000","172.217.25.174","192.168.45.101","11252",,,,"0","1","42806","2216295","5069","119",,,
"1746182621.236802000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2216295","64",,,
"1746182621.236858000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2227495","64",,,
"1746182621.237617000","192.168.45.101","142.250.196.106","116",,,,"0","1","443","1906","5582","64",,,
"1746182621.237979000","192.168.45.101","142.250.196.106","144",,,,"0","1","443","1970","5582","64",,,
"1746182621.238146000","172.217.25.174","192.168.45.101","5258",,,,"0","1","42806","2227495","5069","119",,,
"1746182621.238149000","172.217.25.174","192.168.45.101","22452",,,,"0","1","42806","2232701","5069","119",,,
"1746182621.238166000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2232701","64",,,
"1746182621.238237000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2255101","64",,,
"1746182621.242854000","172.217.25.174","192.168.45.101","2509",,,,"0","1","42806","2255101","5069","119",,,
"1746182621.242855000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5205","36590","116",,,
"1746182621.242856000","172.217.25.174","192.168.45.101","91",,,,"0","1","42806","2257558","5069","119",,,
"1746182621.242856000","142.250.196.106","192.168.45.101","55",,"55151","35",,,,,,"56",,,
"1746182621.242880000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5606","2257558","64",,,
"1746182621.247599000","192.168.45.101","172.217.25.174","91",,,,"0","1","443","5606","2257597","64",,,
"1746182621.252077000","172.217.25.174","192.168.45.101","2704",,,,"0","1","42806","2257597","5069","119",,,
"1746182621.252079000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2260249","5427","119",,,
"1746182621.252080000","172.217.25.174","192.168.45.101","3174",,,,"0","1","42806","2260249","5606","119",,,
"1746182621.252080000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2263371","5606","119",,,
"1746182621.252109000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2260249","64",,,
"1746182621.252253000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2263371","64",,,
"1746182621.252315000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2266171","64",,,
"1746182621.252420000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2266171","5606","119",,,
"1746182621.252427000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2268971","64",,,
"1746182621.253240000","172.217.25.174","192.168.45.101","6168",,,,"0","1","42806","2268971","5606","119",,,
"1746182621.253242000","172.217.25.174","192.168.45.101","181",,,,"0","1","42806","2275087","5606","119",,,
"1746182621.253243000","172.217.25.174","192.168.45.101","7052",,,,"0","1","42806","2275216","5606","119",,,
"1746182621.253266000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2275087","64",,,
"1746182621.253365000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2282216","64",,,
"1746182621.254592000","172.217.25.174","192.168.45.101","9458",,,,"0","1","42806","2282216","5606","119",,,
"1746182621.254597000","172.217.25.174","192.168.45.101","9852",,,,"0","1","42806","2291622","5606","119",,,
"1746182621.254632000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2291622","64",,,
"1746182621.254758000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2301422","64",,,
"1746182621.255450000","172.217.25.174","192.168.45.101","6658",,,,"0","1","42806","2301422","5606","119",,,
"1746182621.255463000","172.217.25.174","192.168.45.101","21052",,,,"0","1","42806","2308028","5606","119",,,
"1746182621.255481000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2308028","64",,,
"1746182621.255574000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2329028","64",,,
"1746182621.259309000","172.217.25.174","192.168.45.101","12034",,,,"0","1","42806","2329028","5606","119",,,
"1746182621.259358000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2341010","64",,,
"1746182621.259555000","172.217.25.174","192.168.45.101","25164",,,,"0","1","42806","2341010","5606","119",,,
"1746182621.259572000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2366122","64",,,
"1746182621.259691000","172.217.25.174","192.168.45.101","24763",,,,"0","1","42806","2366122","5606","119",,,
"1746182621.259703000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2390833","64",,,
"1746182621.259809000","172.217.25.174","192.168.45.101","16852",,,,"0","1","42806","2390833","5606","119",,,
"1746182621.259817000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2407633","64",,,
"1746182621.263247000","172.217.25.174","192.168.45.101","14052",,,,"0","1","42806","2407633","5606","119",,,
"1746182621.263302000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2421633","64",,,
"1746182621.266267000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2421633","5606","119",,,
"1746182621.266310000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2424433","64",,,
"1746182621.266855000","172.217.25.174","192.168.45.101","2852",,,,"0","1","42806","2424433","5606","119",,,
"1746182621.266892000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2427233","64",,,
"1746182621.269910000","172.217.25.174","192.168.45.101","28584",,,,"0","1","42806","2427233","5606","119",,,
"1746182621.269941000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2455765","64",,,
"1746182621.270053000","172.217.25.174","192.168.45.101","10052",,,,"0","1","42806","2455765","5606","119",,,
"1746182621.270061000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2465765","64",,,
"1746182621.270130000","172.217.25.174","192.168.45.101","7077",,,,"0","1","42806","2465765","5606","119",,,
"1746182621.270134000","172.217.25.174","192.168.45.101","15443",,,,"0","1","42806","2472790","5606","119",,,
"1746182621.270145000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2472790","64",,,
"1746182621.270218000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2488181","64",,,
"1746182621.270296000","172.217.25.174","192.168.45.101","11252",,,,"0","1","42806","2488181","5606","119",,,
"1746182621.270304000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2499381","64",,,
"1746182621.273441000","172.217.25.174","192.168.45.101","1267",,,,"0","1","42806","2499381","5606","119",,,
"1746182621.273443000","172.217.25.174","192.168.45.101","83",,,,"0","1","42806","2500596","5606","119",,,
"1746182621.277963000","172.217.25.174","192.168.45.101","215",,,,"0","1","42806","2500627","5606","119",,,
"1746182621.277965000","172.217.25.174","192.168.45.101","3377",,,,"0","1","42806","2500790","5606","119",,,
"1746182621.277983000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2500790","64",,,
"1746182621.278100000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2504115","64",,,
"1746182621.284764000","172.217.25.174","192.168.45.101","84",,,,"0","1","42806","2504115","5606","119",,,
"1746182621.284765000","172.217.25.174","192.168.45.101","83",,,,"0","1","42806","2504147","5606","119",,,
"1746182621.284765000","142.250.196.106","192.168.45.101","668",,,,"0","1","57758","5582","1970","56",,,
"1746182621.284765000","142.250.196.106","192.168.45.101","83",,,,"0","1","57758","6198","2062","56",,,
"1746182621.284795000","192.168.45.101","142.250.196.106","52",,,,"0","1","443","2062","6198","64",,,
"1746182621.284887000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5645","2504178","64",,,
"1746182621.284949000","192.168.45.101","142.250.196.106","52",,,,"0","1","443","2062","6229","64",,,
"1746182621.285586000","192.168.45.101","142.250.196.106","83",,,,"0","1","443","2062","6229","64",,,
"1746182621.292407000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2504178","5645","119",,,
"1746182621.332452000","142.250.196.106","192.168.45.101","52",,,,"0","1","57758","6229","2093","56",,,
"1746182621.363411000","192.168.45.101","34.120.208.123","201",,,,"0","1","443","36590","5205","64",,,
"1746182621.364464000","192.168.45.101","34.120.208.123","1232",,,,"0","1","443","36739","5205","64",,,
"1746182621.383024000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5205","36739","116",,,
"1746182621.383025000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5205","37919","116",,,
"1746182621.401108000","192.168.45.101","34.149.100.209","201",,,,"0","1","443","1064","40722","64",,,
"1746182621.414265000","34.149.100.209","192.168.45.101","52",,,,"0","1","44972","40722","1213","116",,,
"1746182621.414266000","34.149.100.209","192.168.45.101","161",,,,"0","1","44972","40722","1213","116",,,
"1746182621.414267000","34.149.100.209","192.168.45.101","1452",,,,"0","1","44972","40831","1213","116",,,
"1746182621.414268000","34.149.100.209","192.168.45.101","1452",,,,"0","1","44972","42231","1213","116",,,
"1746182621.414305000","192.168.45.101","34.149.100.209","52",,,,"0","1","443","1213","42231","64",,,
"1746182621.414598000","34.149.100.209","192.168.45.101","2852",,,,"0","1","44972","43631","1213","116",,,
"1746182621.414609000","192.168.45.101","34.149.100.209","52",,,,"0","1","443","1213","46431","64",,,
"1746182621.416497000","34.149.100.209","192.168.45.101","2852",,,,"0","1","44972","46431","1213","116",,,
"1746182621.416499000","34.149.100.209","192.168.45.101","2852",,,,"0","1","44972","49231","1213","116",,,
"1746182621.416521000","192.168.45.101","34.149.100.209","52",,,,"0","1","443","1213","49231","64",,,
"1746182621.416629000","192.168.45.101","34.149.100.209","52",,,,"0","1","443","1213","52031","64",,,
"1746182621.418042000","34.149.100.209","192.168.45.101","2852",,,,"0","1","44972","52031","1213","116",,,
"1746182621.418044000","34.149.100.209","192.168.45.101","2852",,,,"0","1","44972","54831","1213","116",,,
"1746182621.418066000","192.168.45.101","34.149.100.209","52",,,,"0","1","443","1213","54831","64",,,
"1746182621.418175000","192.168.45.101","34.149.100.209","52",,,,"0","1","443","1213","57631","64",,,
"1746182621.423132000","34.149.100.209","192.168.45.101","1362",,,,"0","1","44972","57631","1213","116",,,
"1746182621.424490000","192.168.45.101","34.149.100.209","98",,,,"0","1","443","1213","58941","64",,,
"1746182621.442354000","34.149.100.209","192.168.45.101","52",,,,"0","1","44972","58941","1259","116",,,
"1746182621.514541000","34.120.208.123","192.168.45.101","120",,,,"0","1","58522","5205","37919","116",,,
"1746182621.514542000","34.120.208.123","192.168.45.101","308",,,,"0","1","58522","5273","37919","116",,,
"1746182621.514542000","34.120.208.123","192.168.45.101","91",,,,"0","1","58522","5529","37919","116",,,
"1746182621.541159000","192.168.45.101","34.120.208.123","52",,,,"0","1","443","37919","5568","64",,,
"1746182621.541405000","192.168.45.101","34.120.208.123","91",,,,"0","1","443","37919","5568","64",,,
"1746182621.562303000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5568","37958","116",,,
"1746182621.567259000","192.168.45.101","172.217.25.174","208",,,,"0","1","443","5645","2504178","64",,,
"1746182621.587249000","192.168.45.101","34.120.208.123","182",,,,"0","1","443","37958","5568","64",,,
"1746182621.587389000","192.168.45.101","34.120.208.123","365",,,,"0","1","443","38088","5568","64",,,
"1746182621.602677000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5568","38088","116",,,
"1746182621.602678000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5568","38401","116",,,
"1746182621.619487000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2504178","5801","119",,,
"1746182621.622469000","172.217.25.174","192.168.45.101","153",,,,"0","1","42806","2504178","5801","119",,,
"1746182621.622471000","172.217.25.174","192.168.45.101","1592",,,,"0","1","42806","2504279","5801","119",,,
"1746182621.622471000","172.217.25.174","192.168.45.101","91",,,,"0","1","42806","2505819","5801","119",,,
"1746182621.622518000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","5801","2505819","64",,,
"1746182621.628214000","192.168.45.101","172.217.25.174","91",,,,"0","1","443","5801","2505858","64",,,
"1746182621.682371000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2505858","5840","119",,,
"1746182621.720659000","192.168.45.101","172.217.25.174","255",,,,"0","1","443","5840","2505858","64",,,
"1746182621.745364000","34.120.208.123","192.168.45.101","120",,,,"0","1","58522","5568","38401","116",,,
"1746182621.745365000","34.120.208.123","192.168.45.101","349",,,,"0","1","58522","5636","38401","116",,,
"1746182621.745365000","34.120.208.123","192.168.45.101","91",,,,"0","1","58522","5933","38401","116",,,
"1746182621.747370000","192.168.45.101","34.120.208.123","52",,,,"0","1","443","38401","5972","64",,,
"1746182621.747487000","192.168.45.101","34.120.208.123","91",,,,"0","1","443","38401","5972","64",,,
"1746182621.763030000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5972","38440","116",,,
"1746182621.770901000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2505858","6043","119",,,
"1746182621.770905000","172.217.25.174","192.168.45.101","159",,,,"0","1","42806","2505858","6043","119",,,
"1746182621.770908000","172.217.25.174","192.168.45.101","5652",,,,"0","1","42806","2505965","6043","119",,,
"1746182621.770973000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2511565","64",,,
"1746182621.772850000","172.217.25.174","192.168.45.101","10858",,,,"0","1","42806","2511565","6043","119",,,
"1746182621.772873000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2522371","64",,,
"1746182621.772978000","172.217.25.174","192.168.45.101","5652",,,,"0","1","42806","2522371","6043","119",,,
"1746182621.772987000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2527971","64",,,
"1746182621.774014000","172.217.25.174","192.168.45.101","8452",,,,"0","1","42806","2527971","6043","119",,,
"1746182621.774051000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2536371","64",,,
"1746182621.775469000","172.217.25.174","192.168.45.101","2458",,,,"0","1","42806","2536371","6043","119",,,
"1746182621.775473000","172.217.25.174","192.168.45.101","16498",,,,"0","1","42806","2538777","6043","119",,,
"1746182621.775508000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2538777","64",,,
"1746182621.775595000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2555223","64",,,
"1746182621.775656000","172.217.25.174","192.168.45.101","8561",,,,"0","1","42806","2555223","6043","119",,,
"1746182621.775662000","192.168.45.101","172.217.25.174","52",,,,"0","1","443","6043","2563732","64",,,
"1746182621.776396000","192.168.45.101","172.217.25.174","91",,,,"0","1","443","6043","2563732","64",,,
"1746182621.806409000","192.168.45.101","34.120.208.123","176",,,,"0","1","443","38440","5972","64",,,
"1746182621.806564000","192.168.45.101","34.120.208.123","1495",,,,"0","1","443","38564","5972","64",,,
"1746182621.806729000","192.168.45.101","34.120.208.123","198",,,,"0","1","443","40007","5972","64",,,
"1746182621.822492000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5972","38564","116",,,
"1746182621.822496000","34.120.208.123","192.168.45.101","64",,,,"0","1","58522","5972","38564","116",,,
"1746182621.822497000","34.120.208.123","192.168.45.101","64",,,,"0","1","58522","5972","38564","116",,,
"1746182621.822497000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","5972","40153","116",,,
"1746182621.832340000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2563732","6082","119",,,
"1746182622.002721000","34.120.208.123","192.168.45.101","120",,,,"0","1","58522","5972","40153","116",,,
"1746182622.002723000","34.120.208.123","192.168.45.101","124",,,,"0","1","58522","6040","40153","116",,,
"1746182622.002723000","34.120.208.123","192.168.45.101","91",,,,"0","1","58522","6112","40153","116",,,
"1746182622.003448000","192.168.45.101","34.120.208.123","52",,,,"0","1","443","40153","6151","64",,,
"1746182622.003594000","192.168.45.101","34.120.208.123","91",,,,"0","1","443","40153","6151","64",,,
"1746182622.022287000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","6151","40192","116",,,
"1746182622.081850000","192.168.45.101","172.217.25.174","173",,,,"0","1","443","6082","2563732","64",,,
"1746182622.084084000","192.168.45.101","34.120.208.123","201",,,,"0","1","443","40192","6151","64",,,
"1746182622.085794000","192.168.45.101","34.120.208.123","1416",,,,"0","1","443","40341","6151","64",,,
"1746182622.090002000","192.168.45.101","210.220.163.82","74",,"53","54",,,,,,"64",,,
"1746182622.090283000","192.168.45.101","210.220.163.82","74",,"53","54",,,,,,"64",,,
"1746182622.090551000","192.168.45.101","210.220.163.82","74",,"53","54",,,,,,"64",,,
"1746182622.102735000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","6151","40341","116",,,
"1746182622.102737000","34.120.208.123","192.168.45.101","52",,,,"0","1","58522","6151","41705","116",,,
"1746182622.112053000","192.168.45.101","210.220.163.82","76",,"53","56",,,,,,"64",,,
"1746182622.112619000","192.168.45.101","210.220.163.82","76",,"53","56",,,,,,"64",,,
"1746182622.112722000","210.220.163.82","192.168.45.101","90",,"47073","70",,,,,,"248",,,
"1746182622.112723000","210.220.163.82","192.168.45.101","102",,"59998","82",,,,,,"248",,,
"1746182622.112723000","210.220.163.82","192.168.45.101","99",,"55424","79",,,,,,"248",,,
"1746182622.113074000","192.168.45.101","210.220.163.82","76",,"53","56",,,,,,"64",,,
"1746182622.122167000","210.220.163.82","192.168.45.101","92",,"39215","72",,,,,,"248",,,
"1746182622.122826000","172.217.25.174","192.168.45.101","52",,,,"0","1","42806","2563732","6203","119",,,
"1746182622.123352000","210.220.163.82","192.168.45.101","104",,"52935","84",,,,,,"248",,,
"1746182622.124553000","192.168.45.101","74.125.204.84","1280",,"443","1260",,,,,,"64",,,
"1746182622.126115000","192.168.45.101","74.125.204.84","1280",,"443","1260",,,,,,"64",,,
